Symbol,Company,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),latitude,longitude,state,district,city_town_village,Original_Raw_Location,Extractor_Method,Geocoder_Method
ULTRACEMCO,ULTRATECH CEMENT LTD.,"ANIMAL HUSBANDRY BASED TREATMENT AND VACCINATION, BREED IMPROVEMENT PRODUCTIVITY, IMPROVEMENT PROGRAMS AND TRAINING.-ENVIRONMENT AND LIVELIHOOD",,"SCHEDULE VII (II), SCHEDULE VII (IV)",40.0,33.0,,33.0,,,17.166667,77.083333,Karnataka,Kalaburagi,,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"ANIMAL HUSBANDRY BASED TREATMENT AND VACCINATION, BREED IMPROVEMENT PRODUCTIVITY, IMPROVEMENT PROGRAMS AND TRAINING.-ENVIRONMENT AND LIVELIHOOD",,"SCHEDULE VII (II), SCHEDULE VII (IV)",40.0,33.0,,33.0,,,24.6305517,75.1829,Madhya Pradesh,Neemuch,,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"ANIMAL HUSBANDRY BASED TREATMENT AND VACCINATION, BREED IMPROVEMENT PRODUCTIVITY, IMPROVEMENT PROGRAMS AND TRAINING.-ENVIRONMENT AND LIVELIHOOD",,"SCHEDULE VII (II), SCHEDULE VII (IV)",40.0,33.0,,33.0,,,18.0034376,74.722234,Maharashtra,Chandrapur,"Ratnagiri, Solapur","ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR)",llm,photon
ULTRACEMCO,ULTRATECH CEMENT LTD.,"ANIMAL HUSBANDRY BASED TREATMENT AND VACCINATION, BREED IMPROVEMENT PRODUCTIVITY, IMPROVEMENT PROGRAMS AND TRAINING.-ENVIRONMENT AND LIVELIHOOD",,"SCHEDULE VII (II), SCHEDULE VII (IV)",40.0,33.0,,33.0,,,21.8019368,83.9713964,Odisha,Jharsuguda,,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"ANIMAL HUSBANDRY BASED TREATMENT AND VACCINATION, BREED IMPROVEMENT PRODUCTIVITY, IMPROVEMENT PROGRAMS AND TRAINING.-ENVIRONMENT AND LIVELIHOOD",,"SCHEDULE VII (II), SCHEDULE VII (IV)",40.0,33.0,,33.0,,,26.8385784,75.7881449,Rajasthan,Chittorgarh,"Jaipur, Jodhpur, Nagaur","ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR)",llm,photon
ULTRACEMCO,ULTRATECH CEMENT LTD.,"ANIMAL HUSBANDRY BASED TREATMENT AND VACCINATION, BREED IMPROVEMENT PRODUCTIVITY, IMPROVEMENT PROGRAMS AND TRAINING.-ENVIRONMENT AND LIVELIHOOD",,"SCHEDULE VII (II), SCHEDULE VII (IV)",40.0,33.0,,33.0,,,11.1530559,79.2585797,Tamil Nadu,Ariyalur,,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"AWARENESS PROGRAMS COMMUNITY AWARENESS PROGRAM, AWARENESS CAMPAIGN SOCIAL ABUSE, EARLY MARRIAGE / HIV PREVENTION-SOCIAL EMPOWERMENT",,"SCHEDULE VII (I), SCHEDULE VII (II)",15.0,1.0,,1.0,,,14.0126989,78.4180222,Andhra Pradesh,Ananthapuramu,Kurnool,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR)",llm,photon
ULTRACEMCO,ULTRATECH CEMENT LTD.,"AWARENESS PROGRAMS COMMUNITY AWARENESS PROGRAM, AWARENESS CAMPAIGN SOCIAL ABUSE, EARLY MARRIAGE / HIV PREVENTION-SOCIAL EMPOWERMENT",,"SCHEDULE VII (I), SCHEDULE VII (II)",15.0,1.0,,1.0,,,21.5731848,82.2994821,Chhattisgarh,Baloda Bazar,,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"AWARENESS PROGRAMS COMMUNITY AWARENESS PROGRAM, AWARENESS CAMPAIGN SOCIAL ABUSE, EARLY MARRIAGE / HIV PREVENTION-SOCIAL EMPOWERMENT",,"SCHEDULE VII (I), SCHEDULE VII (II)",15.0,1.0,,1.0,,,21.4176122,71.249609,Gujarat,Amreli,Bhuja,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR)",llm,photon
ULTRACEMCO,ULTRATECH CEMENT LTD.,"AWARENESS PROGRAMS COMMUNITY AWARENESS PROGRAM, AWARENESS CAMPAIGN SOCIAL ABUSE, EARLY MARRIAGE / HIV PREVENTION-SOCIAL EMPOWERMENT",,"SCHEDULE VII (I), SCHEDULE VII (II)",15.0,1.0,,1.0,,,17.166667,77.083333,Karnataka,Kalaburagi,,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"AWARENESS PROGRAMS COMMUNITY AWARENESS PROGRAM, AWARENESS CAMPAIGN SOCIAL ABUSE, EARLY MARRIAGE / HIV PREVENTION-SOCIAL EMPOWERMENT",,"SCHEDULE VII (I), SCHEDULE VII (II)",15.0,1.0,,1.0,,,24.6305517,75.1829,Madhya Pradesh,Neemuch,,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"AWARENESS PROGRAMS COMMUNITY AWARENESS PROGRAM, AWARENESS CAMPAIGN SOCIAL ABUSE, EARLY MARRIAGE / HIV PREVENTION-SOCIAL EMPOWERMENT",,"SCHEDULE VII (I), SCHEDULE VII (II)",15.0,1.0,,1.0,,,18.0034376,74.722234,Maharashtra,Chandrapur,"Ratnagiri, Solapur","ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR)",llm,photon
ULTRACEMCO,ULTRATECH CEMENT LTD.,"AWARENESS PROGRAMS COMMUNITY AWARENESS PROGRAM, AWARENESS CAMPAIGN SOCIAL ABUSE, EARLY MARRIAGE / HIV PREVENTION-SOCIAL EMPOWERMENT",,"SCHEDULE VII (I), SCHEDULE VII (II)",15.0,1.0,,1.0,,,21.8019368,83.9713964,Odisha,Jharsuguda,,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"AWARENESS PROGRAMS COMMUNITY AWARENESS PROGRAM, AWARENESS CAMPAIGN SOCIAL ABUSE, EARLY MARRIAGE / HIV PREVENTION-SOCIAL EMPOWERMENT",,"SCHEDULE VII (I), SCHEDULE VII (II)",15.0,1.0,,1.0,,,26.8385784,75.7881449,Rajasthan,Chittorgarh,"Jaipur, Jodhpur, Nagaur","ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR)",llm,photon
ULTRACEMCO,ULTRATECH CEMENT LTD.,"AWARENESS PROGRAMS COMMUNITY AWARENESS PROGRAM, AWARENESS CAMPAIGN SOCIAL ABUSE, EARLY MARRIAGE / HIV PREVENTION-SOCIAL EMPOWERMENT",,"SCHEDULE VII (I), SCHEDULE VII (II)",15.0,1.0,,1.0,,,11.1530559,79.2585797,Tamil Nadu,Ariyalur,,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"CURATIVE HEALTH CARE PROGRAM GENERAL HEALTH CAMPS, SPECIALISED HEALTH CAMPS, EYE CAMPS, TREATMENT CAMPS (SKIN, CLEFT,ETC.), CLEFT CAMP, HOMEOPATHIC / AYURVEDIC CAMPS, SURGICAL CAMPS, TUBERCULOSIS / LEPROSY, COMPANY OPERATED HOSPITALS / DISPENSARIES / CLINICS.-HEALTH",,SCHEDULE VII (I),326.0,348.0,,348.0,,,14.0126989,78.4180222,Andhra Pradesh,Ananthapuramu,Kurnool,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR),WEST BENGAL (BOLPUR)",llm,photon
ULTRACEMCO,ULTRATECH CEMENT LTD.,"CURATIVE HEALTH CARE PROGRAM GENERAL HEALTH CAMPS, SPECIALISED HEALTH CAMPS, EYE CAMPS, TREATMENT CAMPS (SKIN, CLEFT,ETC.), CLEFT CAMP, HOMEOPATHIC / AYURVEDIC CAMPS, SURGICAL CAMPS, TUBERCULOSIS / LEPROSY, COMPANY OPERATED HOSPITALS / DISPENSARIES / CLINICS.-HEALTH",,SCHEDULE VII (I),326.0,348.0,,348.0,,,21.5731848,82.2994821,Chhattisgarh,,Baloda Bazar,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR),WEST BENGAL (BOLPUR)",llm,photon
ULTRACEMCO,ULTRATECH CEMENT LTD.,"CURATIVE HEALTH CARE PROGRAM GENERAL HEALTH CAMPS, SPECIALISED HEALTH CAMPS, EYE CAMPS, TREATMENT CAMPS (SKIN, CLEFT,ETC.), CLEFT CAMP, HOMEOPATHIC / AYURVEDIC CAMPS, SURGICAL CAMPS, TUBERCULOSIS / LEPROSY, COMPANY OPERATED HOSPITALS / DISPENSARIES / CLINICS.-HEALTH",,SCHEDULE VII (I),326.0,348.0,,348.0,,,21.4176122,71.249609,Gujarat,Amreli,,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR),WEST BENGAL (BOLPUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"CURATIVE HEALTH CARE PROGRAM GENERAL HEALTH CAMPS, SPECIALISED HEALTH CAMPS, EYE CAMPS, TREATMENT CAMPS (SKIN, CLEFT,ETC.), CLEFT CAMP, HOMEOPATHIC / AYURVEDIC CAMPS, SURGICAL CAMPS, TUBERCULOSIS / LEPROSY, COMPANY OPERATED HOSPITALS / DISPENSARIES / CLINICS.-HEALTH",,SCHEDULE VII (I),326.0,348.0,,348.0,,,23.2472446,69.668339,Gujarat,Kutch,Bhuj,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR),WEST BENGAL (BOLPUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"CURATIVE HEALTH CARE PROGRAM GENERAL HEALTH CAMPS, SPECIALISED HEALTH CAMPS, EYE CAMPS, TREATMENT CAMPS (SKIN, CLEFT,ETC.), CLEFT CAMP, HOMEOPATHIC / AYURVEDIC CAMPS, SURGICAL CAMPS, TUBERCULOSIS / LEPROSY, COMPANY OPERATED HOSPITALS / DISPENSARIES / CLINICS.-HEALTH",,SCHEDULE VII (I),326.0,348.0,,348.0,,,17.3310003,76.8334228,Karnataka,Kalaburagi,Kalaburagi,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR),WEST BENGAL (BOLPUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"CURATIVE HEALTH CARE PROGRAM GENERAL HEALTH CAMPS, SPECIALISED HEALTH CAMPS, EYE CAMPS, TREATMENT CAMPS (SKIN, CLEFT,ETC.), CLEFT CAMP, HOMEOPATHIC / AYURVEDIC CAMPS, SURGICAL CAMPS, TUBERCULOSIS / LEPROSY, COMPANY OPERATED HOSPITALS / DISPENSARIES / CLINICS.-HEALTH",,SCHEDULE VII (I),326.0,348.0,,348.0,,,24.4650023,74.8689508,Madhya Pradesh,Neemuch,Neemuch,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR),WEST BENGAL (BOLPUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"CURATIVE HEALTH CARE PROGRAM GENERAL HEALTH CAMPS, SPECIALISED HEALTH CAMPS, EYE CAMPS, TREATMENT CAMPS (SKIN, CLEFT,ETC.), CLEFT CAMP, HOMEOPATHIC / AYURVEDIC CAMPS, SURGICAL CAMPS, TUBERCULOSIS / LEPROSY, COMPANY OPERATED HOSPITALS / DISPENSARIES / CLINICS.-HEALTH",,SCHEDULE VII (I),326.0,348.0,,348.0,,,20.0967555,79.5045475,Maharashtra,Chandrapur,,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR),WEST BENGAL (BOLPUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"CURATIVE HEALTH CARE PROGRAM GENERAL HEALTH CAMPS, SPECIALISED HEALTH CAMPS, EYE CAMPS, TREATMENT CAMPS (SKIN, CLEFT,ETC.), CLEFT CAMP, HOMEOPATHIC / AYURVEDIC CAMPS, SURGICAL CAMPS, TUBERCULOSIS / LEPROSY, COMPANY OPERATED HOSPITALS / DISPENSARIES / CLINICS.-HEALTH",,SCHEDULE VII (I),326.0,348.0,,348.0,,,17.2826079,73.4569787,Maharashtra,Ratnagiri,,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR),WEST BENGAL (BOLPUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"CURATIVE HEALTH CARE PROGRAM GENERAL HEALTH CAMPS, SPECIALISED HEALTH CAMPS, EYE CAMPS, TREATMENT CAMPS (SKIN, CLEFT,ETC.), CLEFT CAMP, HOMEOPATHIC / AYURVEDIC CAMPS, SURGICAL CAMPS, TUBERCULOSIS / LEPROSY, COMPANY OPERATED HOSPITALS / DISPENSARIES / CLINICS.-HEALTH",,SCHEDULE VII (I),326.0,348.0,,348.0,,,17.6699734,75.9008118,Maharashtra,Solapur,Solapur,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR),WEST BENGAL (BOLPUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"CURATIVE HEALTH CARE PROGRAM GENERAL HEALTH CAMPS, SPECIALISED HEALTH CAMPS, EYE CAMPS, TREATMENT CAMPS (SKIN, CLEFT,ETC.), CLEFT CAMP, HOMEOPATHIC / AYURVEDIC CAMPS, SURGICAL CAMPS, TUBERCULOSIS / LEPROSY, COMPANY OPERATED HOSPITALS / DISPENSARIES / CLINICS.-HEALTH",,SCHEDULE VII (I),326.0,348.0,,348.0,,,21.8653634,84.0239656,Odisha,Jharsuguda,Jharsuguda,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR),WEST BENGAL (BOLPUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"CURATIVE HEALTH CARE PROGRAM GENERAL HEALTH CAMPS, SPECIALISED HEALTH CAMPS, EYE CAMPS, TREATMENT CAMPS (SKIN, CLEFT,ETC.), CLEFT CAMP, HOMEOPATHIC / AYURVEDIC CAMPS, SURGICAL CAMPS, TUBERCULOSIS / LEPROSY, COMPANY OPERATED HOSPITALS / DISPENSARIES / CLINICS.-HEALTH",,SCHEDULE VII (I),326.0,348.0,,348.0,,,24.7171578,74.4718129,Rajasthan,Chittorgarh,,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR),WEST BENGAL (BOLPUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"CURATIVE HEALTH CARE PROGRAM GENERAL HEALTH CAMPS, SPECIALISED HEALTH CAMPS, EYE CAMPS, TREATMENT CAMPS (SKIN, CLEFT,ETC.), CLEFT CAMP, HOMEOPATHIC / AYURVEDIC CAMPS, SURGICAL CAMPS, TUBERCULOSIS / LEPROSY, COMPANY OPERATED HOSPITALS / DISPENSARIES / CLINICS.-HEALTH",,SCHEDULE VII (I),326.0,348.0,,348.0,,,26.9154576,75.8189817,Rajasthan,Jaipur,Jaipur,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR),WEST BENGAL (BOLPUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"CURATIVE HEALTH CARE PROGRAM GENERAL HEALTH CAMPS, SPECIALISED HEALTH CAMPS, EYE CAMPS, TREATMENT CAMPS (SKIN, CLEFT,ETC.), CLEFT CAMP, HOMEOPATHIC / AYURVEDIC CAMPS, SURGICAL CAMPS, TUBERCULOSIS / LEPROSY, COMPANY OPERATED HOSPITALS / DISPENSARIES / CLINICS.-HEALTH",,SCHEDULE VII (I),326.0,348.0,,348.0,,,26.2967719,73.0351433,Rajasthan,Jodhpur,Jodhpur,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR),WEST BENGAL (BOLPUR)",llm,nominatim
ULTRACEMCO,ULTRATECH CEMENT LTD.,"CURATIVE HEALTH CARE PROGRAM GENERAL HEALTH CAMPS, SPECIALISED HEALTH CAMPS, EYE CAMPS, TREATMENT CAMPS (SKIN, CLEFT,ETC.), CLEFT CAMP, HOMEOPATHIC / AYURVEDIC CAMPS, SURGICAL CAMPS, TUBERCULOSIS / LEPROSY, COMPANY OPERATED HOSPITALS / DISPENSARIES / CLINICS.-HEALTH",,SCHEDULE VII (I),326.0,348.0,,348.0,,,27.2000843,73.7377453,Rajasthan,Nagaur,Nagaur,"ANDHRA PRADESH (ANANTHAPURAMU,KURNOOL),CHHATTISGARH (BALODA BAZAR),GUJARAT (AMRELI,BHUJ),KARNATAKA (GULBARGA),MADHYA PRADESH (NEEMUCH),MAHARASHTRA (CHANDRAPUR,RATNAGIRI,SOLAPUR),ODISHA (JHARSUGUDA),RAJASTHAN (CHITTORGARH,JAIPUR,JODHPUR,NAGAUR),TAMIL NADU (ARIYALUR),WEST BENGAL (BOLPUR)",llm,nominatim
